policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index
TikTok German workers strike demands,15,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",2,0.26358357071876526,"These steps are needed in recognition of the severe stress and trauma the job can create, and considering TikTok generates over US$23 billion annually – partly thanks to their labour – moderators argue their modest demands for fair severance and transition support are fully justified.",3
TikTok German workers strike demands,15,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",3,0.24031569063663483,Today’s strike is an important moment where content moderators are demanding recognition for all they’ve done – and sacrificed – to protect TikTok users.,10
TikTok German workers strike demands,15,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",4,0.23630012571811676,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",5,0.23161032795906067,"On a global level, UNI has supported the first-ever trade union alliance of content moderators  to fight for living wages, safe working conditions and union representation in their industry.",12
TikTok German workers strike demands,15,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",1,0.29878485202789307,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1
TikTok German workers strike demands,15,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",2,0.28380951285362244,"Workers, who have spent recent months training the AI systems now slated to replace them, are rallying under the banner: “We trained your machines – pay us what we deserve!” 
German union ver.di, a UNI affiliate, called the strike with clear demands: 
Severance payments equal to three years’ salary per employee 
12-month extension of the notice period 
The employees say such support is crucial not only to recognize their skilled labour but also to help them retrain and transition into new careers – particularly necessary for workers whose residency status in Germany depends upon employment.",2
TikTok German workers strike demands,15,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",3,0.28043586015701294,"These steps are needed in recognition of the severe stress and trauma the job can create, and considering TikTok generates over US$23 billion annually – partly thanks to their labour – moderators argue their modest demands for fair severance and transition support are fully justified.",3
TikTok German workers strike demands,15,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",4,0.24330590665340424,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",5,0.22757403552532196,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,1,0.31588098406791687,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,2,0.3121494650840759,"Workers, who have spent recent months training the AI systems now slated to replace them, are rallying under the banner: “We trained your machines – pay us what we deserve!” 
German union ver.di, a UNI affiliate, called the strike with clear demands: 
Severance payments equal to three years’ salary per employee 
12-month extension of the notice period 
The employees say such support is crucial not only to recognize their skilled labour but also to help them retrain and transition into new careers – particularly necessary for workers whose residency status in Germany depends upon employment.",2
TikTok German workers strike demands,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,3,0.30436620116233826,"Moderators emphasize that AI cannot adequately handle culturally sensitive decisions, and human oversight is essential to a safe platform.",8
TikTok German workers strike demands,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,4,0.28769731521606445,"They are going on strike and, in doing so, becoming pioneers of union organizing in the platform economy,” says Lucas Krentel, Deputy Regional Head of the Media Division at ver.di Berlin-Brandenburg.",6
TikTok German workers strike demands,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,5,0.2777276039123535,"﻿Workers at TikTok’s Berlin headquarters are on strike today, 23 July, to protest the company’s refusal to negotiate conditions of an announced mass firing of 150 content moderators.",0
TikTok German workers strike demands,15,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,1,0.34932512044906616,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,2,0.30117908120155334,"Moderators emphasize that AI cannot adequately handle culturally sensitive decisions, and human oversight is essential to a safe platform.",8
TikTok German workers strike demands,15,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,3,0.3002755045890808,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,4,0.271684855222702,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1
TikTok German workers strike demands,15,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,5,0.23434582352638245,"ver.di warns that by outsourcing content moderation, TikTok evades responsibility for fair pay, adequate psychological support and stable working conditions – further degrading already demanding work.",7
TikTok German workers strike demands,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,1,0.30263686180114746,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,2,0.3004310727119446,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1
TikTok German workers strike demands,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,3,0.2907085716724396,"ver.di warns that by outsourcing content moderation, TikTok evades responsibility for fair pay, adequate psychological support and stable working conditions – further degrading already demanding work.",7
TikTok German workers strike demands,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,4,0.262587308883667,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,5,0.22058436274528503,"On a global level, UNI has supported the first-ever trade union alliance of content moderators  to fight for living wages, safe working conditions and union representation in their industry.",12
TikTok German workers strike demands,15,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",1,0.23674167692661285,"Moderators emphasize that AI cannot adequately handle culturally sensitive decisions, and human oversight is essential to a safe platform.",8
TikTok German workers strike demands,15,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",2,0.20699790120124817,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",3,0.15320074558258057,"“Content moderators are essential to making the internet safe and usable, but companies like TikTok too often degrade their conditions and devalue the work of these professionals.",9
TikTok German workers strike demands,15,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",4,0.1519409716129303,"Workers, who have spent recent months training the AI systems now slated to replace them, are rallying under the banner: “We trained your machines – pay us what we deserve!” 
German union ver.di, a UNI affiliate, called the strike with clear demands: 
Severance payments equal to three years’ salary per employee 
12-month extension of the notice period 
The employees say such support is crucial not only to recognize their skilled labour but also to help them retrain and transition into new careers – particularly necessary for workers whose residency status in Germany depends upon employment.",2
TikTok German workers strike demands,15,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",5,0.14968588948249817,"On a global level, UNI has supported the first-ever trade union alliance of content moderators  to fight for living wages, safe working conditions and union representation in their industry.",12
TikTok German workers strike demands,15,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,1,0.251131147146225,"Moderators emphasize that AI cannot adequately handle culturally sensitive decisions, and human oversight is essential to a safe platform.",8
TikTok German workers strike demands,15,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,2,0.2367677241563797,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,3,0.21588492393493652,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1
TikTok German workers strike demands,15,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,4,0.20730021595954895,“It is disrespectful of TikTok to shirk all social responsibility and even refuse to negotiate with us.,4
TikTok German workers strike demands,15,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,5,0.20468202233314514,"On a global level, UNI has supported the first-ever trade union alliance of content moderators  to fight for living wages, safe working conditions and union representation in their industry.",12
TikTok German workers strike demands,15,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",1,0.31663283705711365,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1
TikTok German workers strike demands,15,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",2,0.2588687837123871,"Today, the employees are sending a clear signal that they will not accept this.",5
TikTok German workers strike demands,15,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",3,0.19524338841438293,“It is disrespectful of TikTok to shirk all social responsibility and even refuse to negotiate with us.,4
TikTok German workers strike demands,15,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",4,0.17935505509376526,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13
TikTok German workers strike demands,15,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",5,0.17371737957000732,"Workers, who have spent recent months training the AI systems now slated to replace them, are rallying under the banner: “We trained your machines – pay us what we deserve!” 
German union ver.di, a UNI affiliate, called the strike with clear demands: 
Severance payments equal to three years’ salary per employee 
12-month extension of the notice period 
The employees say such support is crucial not only to recognize their skilled labour but also to help them retrain and transition into new careers – particularly necessary for workers whose residency status in Germany depends upon employment.",2
Google Help workers union contract with Accenture,13,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",1,0.34227412939071655,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",2,0.31660401821136475,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",3,0.30474990606307983,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",4,0.28208816051483154,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",5,0.24614106118679047,"‍
“Today’s victory underscores the importance of solidarity across the artificial barriers which corporations increasingly rely on to lower labor standards and reduce worker power.",10
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.38148096203804016,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,2,0.3300740122795105,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,3,0.3140375018119812,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,4,0.31373512744903564,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,5,0.2799074053764343,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.3904556930065155,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",2,0.3429994285106659,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",3,0.34263524413108826,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",4,0.32849055528640747,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",5,0.30599647760391235,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,1,0.4557845890522003,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,2,0.3709900379180908,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,3,0.3661029636859894,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,4,0.3643726110458374,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,5,0.3528824746608734,"Accenture engaged with them at the bargaining table in good faith, and today AWU-CWA can announce a ratified contract that includes significant protections and improvements including guaranteed remote work, severance, just cause termination, and more.",9
Google Help workers union contract with Accenture,13,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.3097243905067444,"‍
“Today’s victory underscores the importance of solidarity across the artificial barriers which corporations increasingly rely on to lower labor standards and reduce worker power.",10
Google Help workers union contract with Accenture,13,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",2,0.2473686933517456,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",3,0.23571795225143433,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",4,0.2273116111755371,"On June 7, 2023, 118 Google Help workers voted overwhelmingly to form a union, but shortly thereafter Google laid off all but 40 of them.",7
Google Help workers union contract with Accenture,13,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",5,0.22391480207443237,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",1,0.3588641881942749,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",2,0.34636354446411133,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",3,0.33878642320632935,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",4,0.3067868947982788,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",5,0.26588964462280273,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",1,0.37635165452957153,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",2,0.3463900089263916,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",3,0.2693101763725281,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",4,0.2636750638484955,"Accenture engaged with them at the bargaining table in good faith, and today AWU-CWA can announce a ratified contract that includes significant protections and improvements including guaranteed remote work, severance, just cause termination, and more.",9
Google Help workers union contract with Accenture,13,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",5,0.2628706395626068,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",1,0.29124099016189575,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",2,0.27450332045555115,"Accenture engaged with them at the bargaining table in good faith, and today AWU-CWA can announce a ratified contract that includes significant protections and improvements including guaranteed remote work, severance, just cause termination, and more.",9
Google Help workers union contract with Accenture,13,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",3,0.2567558288574219,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",4,0.2544974684715271,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2
Google Help workers union contract with Accenture,13,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",5,0.2512825131416321,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",1,0.3001052737236023,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3
Google Help workers union contract with Accenture,13,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",2,0.2731240689754486,"Accenture engaged with them at the bargaining table in good faith, and today AWU-CWA can announce a ratified contract that includes significant protections and improvements including guaranteed remote work, severance, just cause termination, and more.",9
Google Help workers union contract with Accenture,13,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",3,0.23831436038017273,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4
Google Help workers union contract with Accenture,13,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",4,0.23643983900547028,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",5,0.19127362966537476,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6
Google Help workers union contract with Accenture,13,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.4774512052536011,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11
Google Help workers union contract with Accenture,13,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.44954660534858704,"‍
“Today’s victory underscores the importance of solidarity across the artificial barriers which corporations increasingly rely on to lower labor standards and reduce worker power.",10
