policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index,review_1,review_2,primary_paramater,alt_parameter_1,alt_parameter_2,alt_parameter_3,alt_parameter_4,alt_parameter_5,alt_parameter_6,notes,review_agreement
TikTok German workers strike demands,15,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",1,0.3629,The layoffs come as part of the social media platform’s plan to shutter its Trust and Safety Department and shift critical moderation work to AI and external providers.,1,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
TikTok German workers strike demands,15,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.4318,"They are going on strike and, in doing so, becoming pioneers of union organizing in the platform economy,” says Lucas Krentel, Deputy Regional Head of the Media Division at ver.di Berlin-Brandenburg.",6,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
TikTok German workers strike demands,15,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.3790,"On a global level, UNI has supported the first-ever trade union alliance of content moderators  to fight for living wages, safe working conditions and union representation in their industry.",12,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.","The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy includes reference to protections against health and safety risks, mental or physical",,,,,,TRUE
TikTok German workers strike demands,15,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.4152,"Last month, the alliance launched a comprehensive health and safety protocol for safer, sustainable content moderation.",13,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
TikTok German workers strike demands,15,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.3635,"Today, the employees are sending a clear signal that they will not accept this.",5,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
TikTok German workers strike demands,15,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",2,0.3630,"Moderators emphasize that AI cannot adequately handle culturally sensitive decisions, and human oversight is essential to a safe platform.",8,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions, or defines the degree to which human involvement is to be used in decision-making about workers.",,,,,,,TRUE
Google Help workers union contract with Accenture,13,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.3815,"‍
Reaching this contract sets a precedent for temporary, vendor, and contract workers in the tech industry, who too often receive the lowest wages and fewest protections of any tech workers, and whose numbers have been growing as the industry increasingly “vendorizes” its workforce.",4,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Google Help workers union contract with Accenture,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.3905,"‍
Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
‍
This group of subcontracted workers first organized to improve their working conditions in 2021 and afterward unionized with Alphabet Workers Union-CWA.",6,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.","The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",The policy includes definitions and recommendations for worker compensation in the case of a lay off.,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.","The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",,,,TRUE
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,2,0.3710,Many large tech companies have moved away from directly employing workers to avoid providing the benefits and security that they deserve.,2,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Google Help workers union contract with Accenture,13,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,4,0.3644,"This contract is proof that full time and contract workers can unite to secure meaningful protections and improvements at work and that the wall-to-wall, premajority union model can be a force for change in our industry,” said Parul Koul, Software Engineer and President of Alphabet Workers Union-CWA.",11,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,TRUE
Google Help workers union contract with Accenture,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.4495,"‍
“Today’s victory underscores the importance of solidarity across the artificial barriers which corporations increasingly rely on to lower labor standards and reduce worker power.",10,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Google Help workers union contract with Accenture,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",3,0.3855,"We hope this contract demonstrates to all tech workers that it's possible to demand respect, fair treatment, and improve your working conditions,” said Mike Batilla, Lead Writer and member of Alphabet Workers Union-CWA.",3,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Google Help workers union contract with Accenture,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.3615,"On June 7, 2023, 118 Google Help workers voted overwhelmingly to form a union, but shortly thereafter Google laid off all but 40 of them.",7,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Google Help workers union contract with Accenture,13,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",2,0.3988,The 26 workers in the unit today persevered in the face of adversity and have won meaningful security for themselves and future coworkers.,8,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Google Help workers union contract with Accenture,13,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",4,0.3773,"‍
These workers write, edit and publish updates to the Google Support site for new and existing Google products and features and create and publish materials for Google Support agents.",12,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.3678,It is based on the recognition of core labour rights as established by the International Labour Organization and respect for the OECD Guidelines for Multinational Enterprises.,2,Meets a different parameter(s),Meets a different parameter(s),,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.5241,"The implementation agreements signed in these countries flesh out the terms of the global pact, and in real terms, they confirm and secure workers the right to organize in freedom and autonomy, while allowing unions access to Teleperformance workers both on-site and remotely.",4,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.4406,It is based on the recognition of core labour rights as established by the International Labour Organization and respect for the OECD Guidelines for Multinational Enterprises.,2,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",3,0.4203,"Together with the company and unions on the ground, we are making our global agreement a reality by improving safety for workers, especially content moderators.",8,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.3943,"﻿On the first anniversary of their landmark global agreement, UNI Global Union and Teleperformance are marking a year of accelerated progress in strengthening workers’ rights and improving the health and safety of employees, particularly content moderators, across the company’s global operations.",0,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.4136,"UNI and Teleperformance have used the global agreement’s provisions to form an international working party on health and safety, which brings together management, workers, experts and UNI trade union affiliates to look at health and safety risks.",6,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.3878,It is based on the recognition of core labour rights as established by the International Labour Organization and respect for the OECD Guidelines for Multinational Enterprises.,2,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,20,Contracts – general,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,1,0.4657,It is based on the recognition of core labour rights as established by the International Labour Organization and respect for the OECD Guidelines for Multinational Enterprises.,2,Meets a different parameter(s),Meets a different parameter(s),,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,20,Contracts – general,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,3,0.4011,"Together with the company and unions on the ground, we are making our global agreement a reality by improving safety for workers, especially content moderators.",8,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,1,0.4838,It is based on the recognition of core labour rights as established by the International Labour Organization and respect for the OECD Guidelines for Multinational Enterprises.,2,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,2,0.4310,"The implementation agreements signed in these countries flesh out the terms of the global pact, and in real terms, they confirm and secure workers the right to organize in freedom and autonomy, while allowing unions access to Teleperformance workers both on-site and remotely.",4,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,3,0.3775,"Together with the company and unions on the ground, we are making our global agreement a reality by improving safety for workers, especially content moderators.",8,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,3,0.3874,"Together with the company and unions on the ground, we are making our global agreement a reality by improving safety for workers, especially content moderators.",8,Yes,Yes,The policy identifies parties responsible for enforcing worker protections.,,,,,,,,TRUE
UNI and Teleperformance have started implementation of the global agreement,13,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",1,0.3769,"More countries, outside the initial five, are now in the process of negotiating their own implementation agreements.",5,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,1,0.3789,Limit the number of rejections the platform will allow to affect a worker’s approval rate when a requester rejects all work (i.e.,1,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
Turkers demands to Mturk,15,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.3691,"Turkopticon provides a space for workers to report these conditions, but we need more.",6,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",,,,,,,TRUE
Turkers demands to Mturk,15,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",1,0.4088,Limit the number of rejections the platform will allow to affect a worker’s approval rate when a requester rejects all work (i.e.,1,Yes,Yes,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",,,,,,,,TRUE
Turkers demands to Mturk,15,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",2,0.3817,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,Yes,Yes,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",,,,,,,,TRUE
Turkers demands to Mturk,15,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.3779,"Turkopticon provides a space for workers to report these conditions, but we need more.",6,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.4983,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,Yes,Yes,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",,,,,,,,TRUE
Turkers demands to Mturk,15,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",2,0.4437,"Workers believe in rejections because unfortunately, there are bad workers, but good workers are getting unjustly hurt by them.",8,Meets a different parameter(s),Meets a different parameter(s),,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,TRUE
Turkers demands to Mturk,15,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",3,0.3945,"Turkopticon provides a space for workers to report these conditions, but we need more.",6,Yes,Yes,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",,,,,,,,TRUE
Turkers demands to Mturk,15,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",1,0.3669,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,1,0.4569,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,2,0.3670,Limit the number of rejections the platform will allow to affect a worker’s approval rate when a requester rejects all work (i.e.,1,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,31,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",1,0.4673,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,Yes,Yes,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",,,,,,,,TRUE
Turkers demands to Mturk,15,32,Human oversight in management,Employer and platform/contractor responsibilities,"The policy mentions, or defines the degree to which human involvement is to be used in decision-making about workers.",1,0.3690,"Turkopticon provides a space for workers to report these conditions, but we need more.",6,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,1,0.4497,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Turkers demands to Mturk,15,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,1,0.3678,Workers want to feel safe while working on the platform and have protection from mass rejections.,7,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Covalen contractors open letter,60,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",1,0.3803,"For workers
hired with the promise of remote working, this cut
removed one of the few cost-of-living supports available
to them on already inadequate wages.",39,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Covalen contractors open letter,60,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",2,0.3733,"Instead, they
earn below the average industrial wage, repeatedly
have their bonuses denied based on excessive time
management metrics and code use, and face a toxic
culture of bullying, harassment, and a complete lack of
communication from management.",22,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Covalen contractors open letter,60,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",3,0.3684,"They surveyed over 150 workers to reinforce
that food and low wages were the most pressing issues.",48,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Covalen contractors open letter,60,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.3777,"The letter also called for
the election of a Worker Safety Representative, as set
out in the Safety, Health and Welfare at Work Act 2005.",50,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",The policy identifies parties responsible for enforcing worker protections.,The policy identifies the party/institution/agency tasked with enforcement of the policy.,"The policy includes reference to protections against health and safety risks, mental or physical",,,,TRUE
Covalen contractors open letter,60,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",1,0.4253,"They wrote a
letter to management, citing the results and widespread
anger.",42,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Covalen contractors open letter,60,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.4607,"In response, Union membership more than doubled.",40,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Covalen contractors open letter,60,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.4542,"That day I was like,
‘Oh, now I need more protection.’ And then I joined the
Union.” – DATA-CWU Covalen Rep, Seminar 2025
Through this action, they won collective meetings with
management, who began making small concessions –
but no meaningful changes.",35,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Covalen contractors open letter,60,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",3,0.4536,"This isn’t just a story of horrific conditions; it’s a
story of workers standing up, through their union, and
fighting together for something better.",25,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Covalen contractors open letter,60,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.4534,"The need for a strong union
was clear.",36,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Covalen contractors open letter,60,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",5,0.4404,"Staff were invited to sign the letter both to support the
demands and to elect a Union colleague to the Safety
Representative role.",51,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Covalen contractors open letter,60,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.5760,"The election of a Safety Representative will finally
provide a formal channel for raising health and safety
concerns – from physical conditions in the office to food
safety and mental health risks – and allow meaningful
consultation as the Union continues to build its strength.",54,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
Covalen contractors open letter,60,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",4,0.3665,"The election of a Safety Representative will finally
provide a formal channel for raising health and safety
concerns – from physical conditions in the office to food
safety and mental health risks – and allow meaningful
consultation as the Union continues to build its strength.",54,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",,,,,,,TRUE
Covalen contractors open letter,60,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",2,0.4134,"The election of a Safety Representative will finally
provide a formal channel for raising health and safety
concerns – from physical conditions in the office to food
safety and mental health risks – and allow meaningful
consultation as the Union continues to build its strength.",54,Yes,Yes,"The policy mentions health coverage for workers, mental or physical.",,,,,,,,TRUE
Covalen contractors open letter,60,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",3,0.3994,"As frustration grew, workers were told their food
benefits were being cut.",37,No - not relevant at all,No - not relevant at all,,,,,,,,"Refer to text for full context -- were food benefits something provided to workers? If so, maybe that's a new thing we want to mention?",TRUE
Covalen contractors open letter,60,14,Sick leave,Worker rights,The policy references paid time off for illness,1,0.3621,"The company would no longer
provide breakfasts, lunches, or dinners – and even basic
tea and coffee provisions were withdrawn.",38,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Covalen contractors open letter,60,22,Non-compete clauses,Employer and platform/contractor responsibilities,The policy mentions standards regarding restricting workers from working elsewhere/for other companies.,3,0.3652,"“I would say, because I’m a foreigner from Brazil,
and the majority of people that work for Covalen are
foreigners, we don’t really know our rights here.",55,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Covalen contractors open letter,60,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,2,0.3824,"The election of a Safety Representative will finally
provide a formal channel for raising health and safety
concerns – from physical conditions in the office to food
safety and mental health risks – and allow meaningful
consultation as the Union continues to build its strength.",54,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Covalen contractors open letter,60,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",1,0.3892,"The
client is paying the headcount for the representatives,
not for the management, so your money is paid by the
company – and company money comes from us.” –
DATA-CWU Covalen Rep, Seminar 2025
As CWU delegates heard at our annual seminar in Dún
Laoghaire, workers in Covalen are a far cry from the
well-paid technology workers we often associate with
the sector.",20,Meets a different parameter(s),Meets a different parameter(s),,The policy identifies the party/institution/agency tasked with enforcement of the policy.,The policy identifies parties responsible for enforcing worker protections.,,,,,,TRUE
Covalen contractors open letter,60,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",1,0.3872,"At seminar, our Covalen representatives spoke
of their struggles: the lack of a pay structure, no pay
rises, overbearing micromanagement through the use
of codes, and how the company has reduced their
“wellness time” – time meant to help workers cope with
the traumatic content they deal with, including sexual
violence and child abuse.",28,Yes,Yes,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,,TRUE
Covalen contractors open letter,60,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,2,0.3978,"Staff were invited to sign the letter both to support the
demands and to elect a Union colleague to the Safety
Representative role.",51,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Covalen contractors open letter,60,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,3,0.3919,"The election of a Safety Representative will finally
provide a formal channel for raising health and safety
concerns – from physical conditions in the office to food
safety and mental health risks – and allow meaningful
consultation as the Union continues to build its strength.",54,Yes,Yes,The policy identifies parties responsible for enforcing worker protections.,,,,,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",1,0.4312,"Guarantee common minimum labour standards, including protection of physical and mental health, psychologically reasonable work metrics, decent wages, fair working conditions, job security and employment stability.",8,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.","The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.","The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.","The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",2,0.3748,Such practices are unacceptable and contradict international labour standards.,12,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.3643,"Guarantee common minimum labour standards, including protection of physical and mental health, psychologically reasonable work metrics, decent wages, fair working conditions, job security and employment stability.",8,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.4140,"Through dialogue, we can develop binding commitments and ensure the same rights and protections for workers across the company’s operations.",15,Meets a different parameter(s),Meets a different parameter(s),,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",,,,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",2,0.3948,"Guarantee common minimum labour standards, including protection of physical and mental health, psychologically reasonable work metrics, decent wages, fair working conditions, job security and employment stability.",8,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",3,0.3764,Such practices are unacceptable and contradict international labour standards.,12,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
TELUS must respect the right to organize and bargain collectively,16,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,1,0.4090,"Guarantee common minimum labour standards, including protection of physical and mental health, psychologically reasonable work metrics, decent wages, fair working conditions, job security and employment stability.",8,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
