policy,parameter,category,subcategory,text_passage,similarity_score,chunk_index
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,Working conditions,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.24611949920654297,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,Working conditions,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.23017317056655884,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,Working conditions,"Many large tech companies have moved away
from directly employing workers to avoid providing the benefits and security that
they deserve. We hope this contract demonstrates to all tech workers that it's
possible to demand respect, fair treatment, and improve your working
conditions,” said Mike Batilla, Lead Writer and member of Alphabet
Workers Union-CWA. Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce.",0.22905805706977844,1
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,Working conditions,"We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet. Learn more at alphabetworkersunion.org or follow us at
@AlphabetWorkers. All Press Releases
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 3 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
What We About Organize Connect
Do Us
Organize Join Us
What We About
Events Contact Us
Do Us
Find Your
Our Wins Our
Chapter Subscribe to Our
History
Our Newsletter
Union
Campaigns Our
Busting
People Email address
Press Myths
Coverage FAQ
New
Subscribe
Press Members
Releases Resources
© 2024 AWU-CWA Local
Privacy
9009.",0.45122969150543213,7
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,Working conditions,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.42912420630455017,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,Working conditions,"All Press Releases
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 3 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
What We About Organize Connect
Do Us
Organize Join Us
What We About
Events Contact Us
Do Us
Find Your
Our Wins Our
Chapter Subscribe to Our
History
Our Newsletter
Union
Campaigns Our
Busting
People Email address
Press Myths
Coverage FAQ
New
Subscribe
Press Members
Releases Resources
© 2024 AWU-CWA Local
Privacy
9009. All rights
Policy
reserved. https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 4 of 4",0.42842334508895874,8
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Health and safety risks,Worker rights,Working conditions,"These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents. -30-
About Alphabet Workers Union-CWA
Alphabet Workers Union - CWA unites full-time employees, temporary employees,
vendors, and contractors at Google and other Alphabet companies in the United
States and Canada in collective action to ensure that our workplace is equitable
and that Alphabet acts ethically. We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet.",0.16882294416427612,6
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Health and safety risks,Worker rights,Working conditions,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.15237605571746826,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Health and safety risks,Worker rights,Working conditions,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.15027059614658356,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Right to refuse work,Worker rights,Working conditions,"Many large tech companies have moved away
from directly employing workers to avoid providing the benefits and security that
they deserve. We hope this contract demonstrates to all tech workers that it's
possible to demand respect, fair treatment, and improve your working
conditions,” said Mike Batilla, Lead Writer and member of Alphabet
Workers Union-CWA. Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce.",0.3411245346069336,1
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Right to refuse work,Worker rights,Working conditions,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.3134005665779114,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Right to refuse work,Worker rights,Working conditions,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.30330103635787964,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Mental and physical health insurance,Worker rights,Benefits,"These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents. -30-
About Alphabet Workers Union-CWA
Alphabet Workers Union - CWA unites full-time employees, temporary employees,
vendors, and contractors at Google and other Alphabet companies in the United
States and Canada in collective action to ensure that our workplace is equitable
and that Alphabet acts ethically. We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet.",0.25015532970428467,6
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Mental and physical health insurance,Worker rights,Benefits,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.2374647706747055,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Mental and physical health insurance,Worker rights,Benefits,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.23661531507968903,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Paid time off,Worker rights,Benefits,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.24791261553764343,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Paid time off,Worker rights,Benefits,"Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA. On June 7, 2023, 118 Google Help workers voted overwhelmingly to
form a union, but shortly thereafter Google laid off all but 40 of them. The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers.",0.18602024018764496,3
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Paid time off,Worker rights,Benefits,https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 4 of 4,0.1819602996110916,9
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sick leave,Worker rights,Benefits,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.30954211950302124,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sick leave,Worker rights,Benefits,"Many large tech companies have moved away
from directly employing workers to avoid providing the benefits and security that
they deserve. We hope this contract demonstrates to all tech workers that it's
possible to demand respect, fair treatment, and improve your working
conditions,” said Mike Batilla, Lead Writer and member of Alphabet
Workers Union-CWA. Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce.",0.2333558201789856,1
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sick leave,Worker rights,Benefits,"Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA. On June 7, 2023, 118 Google Help workers voted overwhelmingly to
form a union, but shortly thereafter Google laid off all but 40 of them. The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers.",0.2261582314968109,3
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Pension benefits,Worker rights,Benefits,https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 4 of 4,0.3123616874217987,9
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Pension benefits,Worker rights,Benefits,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.25979238748550415,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Pension benefits,Worker rights,Benefits,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.25826209783554077,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Gender,Worker rights,Anti-discrimination policies,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.27862387895584106,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Gender,Worker rights,Anti-discrimination policies,"These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents. -30-
About Alphabet Workers Union-CWA
Alphabet Workers Union - CWA unites full-time employees, temporary employees,
vendors, and contractors at Google and other Alphabet companies in the United
States and Canada in collective action to ensure that our workplace is equitable
and that Alphabet acts ethically. We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet.",0.26075464487075806,6
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Gender,Worker rights,Anti-discrimination policies,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.23512747883796692,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Race and ethnicity,Worker rights,Anti-discrimination policies,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.2274179458618164,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Race and ethnicity,Worker rights,Anti-discrimination policies,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.2175162136554718,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Race and ethnicity,Worker rights,Anti-discrimination policies,"These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents. -30-
About Alphabet Workers Union-CWA
Alphabet Workers Union - CWA unites full-time employees, temporary employees,
vendors, and contractors at Google and other Alphabet companies in the United
States and Canada in collective action to ensure that our workplace is equitable
and that Alphabet acts ethically. We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet.",0.21475812792778015,6
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sexual orientation,Worker rights,Anti-discrimination policies,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.21625076234340668,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sexual orientation,Worker rights,Anti-discrimination policies,"These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents. -30-
About Alphabet Workers Union-CWA
Alphabet Workers Union - CWA unites full-time employees, temporary employees,
vendors, and contractors at Google and other Alphabet companies in the United
States and Canada in collective action to ensure that our workplace is equitable
and that Alphabet acts ethically. We are members of Communications Workers of
America Local 9009 and currently represent over a thousand workers across
Alphabet.",0.20162233710289001,6
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Sexual orientation,Worker rights,Anti-discrimination policies,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.16766707599163055,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Disability,Worker rights,Anti-discrimination policies,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.296086847782135,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Disability,Worker rights,Anti-discrimination policies,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.28801417350769043,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Disability,Worker rights,Anti-discrimination policies,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.2759324014186859,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Contracts – general,Employer and platform/contractor responsibilities,Contracts,"Many large tech companies have moved away
from directly employing workers to avoid providing the benefits and security that
they deserve. We hope this contract demonstrates to all tech workers that it's
possible to demand respect, fair treatment, and improve your working
conditions,” said Mike Batilla, Lead Writer and member of Alphabet
Workers Union-CWA. Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce.",0.5478272438049316,1
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Contracts – general,Employer and platform/contractor responsibilities,Contracts,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.4789153039455414,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Contracts – general,Employer and platform/contractor responsibilities,Contracts,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.42364421486854553,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Transparent and easy to understand,Employer and platform/contractor responsibilities,Contracts,https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 4 of 4,0.278892457485199,9
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Transparent and easy to understand,Employer and platform/contractor responsibilities,Contracts,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.2740185260772705,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Transparent and easy to understand,Employer and platform/contractor responsibilities,Contracts,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.2532055974006653,4
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Non-compete clauses,Employer and platform/contractor responsibilities,Contracts,"Many large tech companies have moved away
from directly employing workers to avoid providing the benefits and security that
they deserve. We hope this contract demonstrates to all tech workers that it's
possible to demand respect, fair treatment, and improve your working
conditions,” said Mike Batilla, Lead Writer and member of Alphabet
Workers Union-CWA. Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce.",0.4525755047798157,1
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Non-compete clauses,Employer and platform/contractor responsibilities,Contracts,"Reaching this contract sets a precedent for temporary, vendor, and contract
workers in the tech industry, who too often receive the lowest wages and
fewest protections of any tech workers, and whose numbers have been
growing as the industry increasingly “vendorizes” its workforce. Now some of
Alphabet’s most precarious workers have united to win meaningful
protection against the further depression of their working conditions and
security in an industry in flux. Notable provisions of the contract include:
Guaranteed fully remote work
Six weeks of severance in the event of layoffs
30 day notice of layoffs
A prohibition on keystroke and mouse monitoring software
This group of subcontracted workers first organized to improve their working
conditions in 2021 and afterward unionized with Alphabet Workers Union-
CWA.",0.4307277202606201,2
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Non-compete clauses,Employer and platform/contractor responsibilities,Contracts,"“Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power. This contract is proof that full time and contract workers
can unite to secure meaningful protections and improvements at work and that
the wall-to-wall, premajority union model can be a force for change in our
industry,” said Parul Koul, Software Engineer and President of Alphabet
Workers Union-CWA. These workers write, edit and publish updates to the Google Support site for
new and existing Google products and features and create and publish
materials for Google Support agents.",0.42878296971321106,5
Alphabet Workers Union / CWA: Google Help workers union contract with Accenture,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,Contracts,"The 26
workers in the unit today persevered in the face of adversity and have won
meaningful security for themselves and future coworkers. Accenture
engaged with them at the bargaining table in good faith, and today AWU-
CWA can announce a ratified contract that includes significant protections
https://www.alphabetworkersunion.org/press/google-help-workers-ratify…e-contract-with-accenture-first-in-alphabet-workers-union-cwa-history Page 2 of 4 Google Help Workers Ratify Collective Contract With Accenture, First In Alphabet Workers Union-CWA History 10/3/25, 11:40 AM
and improvements including guaranteed remote work, severance, just cause
termination, and more. “Today’s victory underscores the importance of solidarity across the artificial
barriers which corporations increasingly rely on to lower labor standards and
reduce worker power.",0.28074145317077637,4
